Rk,G,Season,Age,Tm,Opp,W/L,GS,MP,MP1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,09-10,21-228,GSW,HOU,L (-1),1,35.39,35:39,7,12,0.583,0,1,0,0,0,,1,1,2,7,4,0,2,2,14,15.5,7
2,2,09-10,21-230,GSW,PHO,L (-22),1,39.05,39:05,5,9,0.556,2,3,0.667,0,0,,0,2,2,4,1,0,3,5,12,7.1,-19
3,3,09-10,21-235,GSW,MEM,W (+8),1,28.27,28:27,3,6,0.5,1,2,0.5,0,0,,0,5,5,9,2,0,1,4,7,11.2,-4
4,4,09-10,21-237,GSW,LAC,L (-28),1,21.32,21:32,1,5,0.2,0,1,0,3,4,0.75,0,1,1,3,0,0,0,6,5,1.5,-13
5,5,09-10,21-239,GSW,SAC,L (-13),1,31.15,31:15,4,8,0.5,1,2,0.5,0,2,0,1,3,4,6,0,0,5,4,9,3.4,-5
6,6,09-10,21-240,GSW,MIN,W (+41),1,29.49,29:49,2,8,0.25,1,2,0.5,3,4,0.75,0,2,2,5,1,0,2,1,8,5.5,28
7,7,09-10,21-242,GSW,IND,L (-14),0,21.11,21:11,3,7,0.429,0,2,0,0,0,,0,1,1,4,1,0,3,2,6,2.6,-13
8,8,09-10,21-244,GSW,NYK,W (+14),0,2.35,2:35,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,0.3,3
9,9,09-10,21-245,GSW,MIL,L (-4),0,25.57,25:57,6,9,0.667,2,2,1,0,0,,1,3,4,2,2,1,1,5,14,12.8,2
10,10,09-10,21-248,GSW,CLE,L (-6),1,41.18,41:18,6,10,0.6,2,6,0.333,0,1,0,0,5,5,7,0,0,3,2,14,11.6,-4
11,11,09-10,21-249,GSW,BOS,L (-14),1,35.24,35:24,4,10,0.4,1,4,0.25,4,4,1,0,0,0,7,4,0,6,3,13,9.3,5
12,12,09-10,21-251,GSW,POR,W (+14),1,45.34,45:34,3,9,0.333,2,3,0.667,4,5,0.8,0,6,6,8,1,1,1,6,12,12.2,18
13,13,09-10,21-255,GSW,DAL,W (+8),1,34.48,34:48,6,12,0.5,2,4,0.5,4,4,1,1,3,4,6,3,0,4,5,18,14.8,16
14,14,09-10,21-256,GSW,SAS,L (-14),1,34.12,34:12,5,16,0.313,1,4,0.25,0,0,,1,6,7,5,1,2,6,3,11,3,-7
15,15,09-10,21-259,GSW,LAL,L (-33),1,36.01,36:01,5,15,0.333,1,5,0.2,2,2,1,1,3,4,8,0,0,1,0,13,10.7,-23
16,16,09-10,21-261,GSW,IND,W (+19),1,19.50,19:50,2,5,0.4,1,2,0.5,2,2,1,0,2,2,4,3,0,2,2,7,7.9,-7
17,17,09-10,21-262,GSW,DEN,L (-28),1,40.42,40:42,4,14,0.286,2,6,0.333,0,0,,1,3,4,6,2,2,1,2,10,9.2,-14
18,18,09-10,21-264,GSW,HOU,L (-2),1,31.51,31:51,4,8,0.5,1,3,0.333,2,2,1,1,4,5,2,2,1,4,3,11,7.8,-3
19,19,09-10,21-266,GSW,ORL,L (-8),1,46.09,46:09,6,12,0.5,0,2,0,1,1,1,0,3,3,3,1,0,3,4,13,6.4,-8
20,20,09-10,21-268,GSW,OKC,L (-16),1,36.26,36:26,9,14,0.643,2,4,0.5,2,2,1,0,4,4,2,4,0,5,5,22,15.4,-17
21,21,09-10,21-270,GSW,NJN,W (+16),1,30.12,30:12,6,13,0.462,1,4,0.25,1,2,0.5,1,3,4,4,3,0,4,4,14,8.7,7
22,22,09-10,21-272,GSW,CHI,L (-5),1,27.15,27:15,3,9,0.333,0,3,0,0,0,,0,3,3,1,1,0,0,0,6,3.5,-8
23,23,09-10,21-273,GSW,DET,L (-9),1,37.50,37:50,5,10,0.5,3,4,0.75,6,6,1,0,2,2,4,4,1,4,4,19,16.5,-11
24,24,09-10,21-275,GSW,PHI,L (-16),1,36.24,36:24,5,13,0.385,1,4,0.25,3,4,0.75,0,4,4,4,4,1,4,5,14,9.2,-14
25,25,09-10,21-277,GSW,SAS,L (-12),1,25.03,25:03,4,11,0.364,0,2,0,0,0,,1,3,4,3,4,0,1,5,8,6.6,-12
26,26,09-10,21-279,GSW,WAS,L (-9),1,46.15,46:15,9,17,0.529,5,9,0.556,4,4,1,1,7,8,4,3,0,2,4,27,23.7,-10
27,27,09-10,21-283,GSW,MEM,L (-13),1,41.17,41:17,6,15,0.4,2,6,0.333,0,0,,1,6,7,8,0,0,4,2,14,9.2,-3
28,28,09-10,21-284,GSW,NOH,L (-6),1,47.01,47:01,6,13,0.462,3,5,0.6,2,2,1,0,10,10,7,2,0,2,5,17,16.2,-1
29,29,09-10,21-287,GSW,PHO,W (+5),1,26.33,26:33,4,10,0.4,3,4,0.75,2,2,1,1,2,3,4,3,0,1,4,13,12.1,6
30,30,09-10,21-289,GSW,BOS,W (+4),1,10.41,10:41,0,4,0,0,1,0,0,1,0,0,2,2,0,1,0,1,3,0,-3.8,-16
31,31,09-10,21-290,GSW,LAL,L (-6),1,23.20,23:20,6,10,0.6,0,1,0,3,3,1,1,2,3,3,0,0,4,3,15,8.6,-7
32,32,09-10,21-294,GSW,POR,L (-16),1,29.00,29:00,4,10,0.4,1,2,0.5,0,0,,0,1,1,1,1,0,3,4,9,1,-6
33,33,09-10,21-297,GSW,DEN,L (-1),1,40.18,40:18,10,13,0.769,6,6,1,0,0,,0,5,5,6,3,0,2,3,26,26.4,-1
34,34,09-10,21-298,GSW,MIN,W (+6),1,30.11,30:11,7,11,0.636,0,2,0,2,2,1,0,1,1,4,2,0,1,6,16,12.8,11
35,35,09-10,21-300,GSW,SAC,W (+7),1,34.08,34:08,5,10,0.5,1,2,0.5,1,2,0.5,0,3,3,4,1,0,2,3,12,8.1,5
36,36,09-10,21-303,GSW,CLE,L (-3),1,36.07,36:07,8,15,0.533,1,2,0.5,4,5,0.8,0,7,7,5,1,1,2,4,21,17,1
37,37,09-10,21-305,GSW,MIA,L (-13),1,32.34,32:34,3,10,0.3,3,5,0.6,0,0,,1,3,4,4,0,0,4,1,9,3.2,-12
38,38,09-10,21-307,GSW,MIL,L (-9),1,48.00,48:00,7,17,0.412,1,4,0.25,3,3,1,0,6,6,4,6,1,4,6,18,13.8,-9
39,39,09-10,21-310,GSW,CHI,W (+17),1,43.28,43:28,9,18,0.5,5,8,0.625,3,3,1,2,8,10,6,1,1,5,4,26,20.1,21
40,40,09-10,21-312,GSW,DEN,L (-5),1,48.47,48:47,6,17,0.353,3,8,0.375,0,0,,0,3,3,6,1,0,3,2,15,7.8,-2
41,41,09-10,21-314,GSW,NJN,W (+32),1,48.00,48:00,11,21,0.524,3,7,0.429,7,8,0.875,0,2,2,7,4,0,2,4,32,27.2,32
42,42,09-10,21-315,GSW,PHO,L (-9),1,40.26,40:26,10,25,0.4,4,9,0.444,1,1,1,0,5,5,2,0,0,1,4,25,11.8,-10
43,43,09-10,21-318,GSW,SAC,L (-3),1,44.42,44:42,10,22,0.455,3,10,0.3,4,5,0.8,1,8,9,6,3,0,1,3,27,23.3,9
44,44,09-10,21-319,GSW,NOH,L (-13),1,40.39,40:39,7,13,0.538,1,3,0.333,0,0,,0,5,5,8,3,0,5,4,15,12.2,-5
45,45,09-10,21-321,GSW,CHA,L (-11),1,41.00,41:00,8,15,0.533,2,4,0.5,4,4,1,0,1,1,9,3,0,1,3,22,22.1,0
46,46,09-10,21-323,GSW,OKC,L (-8),1,35.52,35:52,4,10,0.4,2,2,1,4,4,1,2,2,4,5,1,0,5,2,14,9.3,-18
47,47,09-10,21-325,GSW,HOU,L (-22),1,29.52,29:52,6,18,0.333,2,5,0.4,0,0,,1,1,2,4,1,0,0,1,14,8.2,-22
48,48,09-10,21-326,GSW,DAL,L (-9),1,26.54,26:54,1,6,0.167,0,2,0,4,4,1,0,0,0,3,0,0,3,2,6,0.5,-8
49,49,09-10,21-329,GSW,OKC,L (-9),1,27.05,27:05,9,15,0.6,3,7,0.429,2,3,0.667,0,1,1,4,2,0,3,3,23,16.6,2
50,50,09-10,21-331,GSW,DAL,L (-10),1,48.00,48:00,9,20,0.45,1,5,0.2,6,6,1,0,2,2,9,2,0,3,4,25,18.9,-10
51,51,09-10,21-333,GSW,LAC,W (+30),1,45.47,45:47,11,22,0.5,7,11,0.636,7,8,0.875,0,10,10,13,3,0,6,4,36,32.1,35
52,52,09-10,21-339,GSW,LAL,L (-10),1,43.38,43:38,5,21,0.238,1,10,0.1,0,0,,0,10,10,8,1,0,4,5,11,1.9,-4
53,53,09-10,21-340,GSW,SAC,W (+32),1,39.37,39:37,10,15,0.667,1,4,0.25,3,3,1,1,5,6,15,3,0,3,2,24,29.4,36
54,54,09-10,21-342,GSW,UTA,L (-11),1,39.00,39:00,4,9,0.444,3,6,0.5,2,2,1,1,5,6,7,3,0,10,1,13,8,0
55,55,09-10,21-344,GSW,ATL,W (+4),1,45.25,45:25,13,18,0.722,1,3,0.333,5,5,1,2,7,9,3,1,0,5,3,32,25,5
56,56,09-10,21-346,GSW,PHI,L (-8),1,37.59,37:59,8,22,0.364,1,8,0.125,0,1,0,1,5,6,5,0,0,2,2,17,7.3,-17
57,57,09-10,21-348,GSW,DEN,L (-15),1,41.39,41:39,11,19,0.579,2,5,0.4,6,6,1,1,6,7,13,2,1,2,1,30,33,-24
58,58,09-10,21-350,GSW,DET,W (+7),1,48.00,48:00,11,25,0.44,3,6,0.5,2,3,0.667,1,4,5,4,1,0,5,4,27,12.6,7
59,59,09-10,21-353,GSW,MIA,L (-4),1,43.27,43:27,7,17,0.412,3,8,0.375,1,1,1,0,2,2,8,2,0,3,5,18,12.1,1
60,60,09-10,21-354,GSW,ORL,L (-27),1,32.11,32:11,3,12,0.25,1,2,0.5,2,2,1,0,3,3,7,2,0,5,2,9,3.8,-25
61,61,09-10,21-356,GSW,ATL,L (-5),1,48.00,48:00,11,19,0.579,5,9,0.556,4,4,1,1,4,5,11,2,0,7,1,31,26.3,-5
62,62,09-10,21-357,GSW,CHA,L (-11),1,48.00,48:00,8,23,0.348,4,8,0.5,5,6,0.833,2,3,5,4,0,0,3,1,25,13.4,-11
63,63,09-10,21-359,GSW,NOH,L (-4),1,33.59,33:59,5,13,0.385,2,4,0.5,0,0,,0,3,3,6,1,0,4,2,12,6.2,-14
64,64,09-10,21-362,GSW,POR,L (-5),1,33.03,33:03,6,15,0.4,2,7,0.286,1,1,1,2,3,5,3,2,0,4,5,15,7.3,-10
65,65,09-10,21-364,GSW,TOR,W (+12),1,42.21,42:21,13,21,0.619,5,8,0.625,4,4,1,2,4,6,10,4,1,2,1,35,37.4,6
66,66,09-10,22-001,GSW,LAL,L (-3),1,33.50,33:50,11,19,0.579,5,9,0.556,2,2,1,0,5,5,9,1,0,0,4,29,27.3,-9
67,67,09-10,22-006,GSW,MEM,L (-16),1,25.20,25:20,4,10,0.4,1,3,0.333,0,0,,0,4,4,6,0,1,2,2,9,6.9,-4
68,68,09-10,22-008,GSW,PHO,L (-2),1,33.55,33:55,6,15,0.4,2,5,0.4,0,0,,1,3,4,8,4,0,1,4,14,14.5,-8
69,69,09-10,22-010,GSW,MEM,W (+18),1,40.23,40:23,12,19,0.632,4,6,0.667,2,2,1,1,4,5,11,4,0,7,3,30,26.9,27
70,70,09-10,22-013,GSW,DAL,L (-21),1,36.52,36:52,6,16,0.375,3,5,0.6,2,2,1,0,7,7,6,2,0,7,1,17,9.1,-5
71,71,09-10,22-014,GSW,LAC,W (+18),1,39.52,39:52,8,15,0.533,2,2,1,0,0,,1,3,4,7,1,0,3,5,18,13.2,17
72,72,09-10,22-017,GSW,UTA,L (-24),1,33.37,33:37,6,16,0.375,1,4,0.25,2,3,0.667,1,1,2,6,0,0,4,5,15,5,-14
73,73,09-10,22-019,GSW,NYK,W (+11),1,29.23,29:23,7,21,0.333,1,5,0.2,0,0,,1,3,4,10,1,0,2,1,15,10.3,-4
74,74,09-10,22-021,GSW,TOR,W (+1),1,44.14,44:14,10,23,0.435,5,11,0.455,4,6,0.667,1,7,8,12,3,2,5,4,29,25.1,5
75,75,09-10,22-023,GSW,WAS,L (-18),1,33.21,33:21,10,21,0.476,3,6,0.5,4,4,1,0,1,1,4,2,0,2,2,27,18.6,-21
76,76,09-10,22-024,GSW,MIN,W (+9),1,44.15,44:15,12,22,0.545,3,5,0.6,0,0,,2,6,8,14,7,0,4,4,27,30.8,5
77,77,09-10,22-027,GSW,LAC,L (-3),1,41.13,41:13,10,19,0.526,5,10,0.5,4,4,1,0,9,9,4,3,0,3,5,29,23.2,0
78,78,09-10,22-028,GSW,OKC,W (+3),1,34.34,34:34,9,16,0.563,3,6,0.5,4,6,0.667,1,6,7,7,1,0,4,2,25,20.2,3
79,79,09-10,22-030,GSW,UTA,L (-9),1,40.40,40:40,5,15,0.333,1,4,0.25,6,6,1,1,4,5,6,2,0,2,4,17,13,-14
80,80,09-10,22-031,GSW,POR,W (+6),1,48.00,48:00,13,25,0.52,4,6,0.667,12,12,1,3,6,9,8,2,1,2,0,42,39.9,6
1,1,10-11,22-227,GSW,HOU,W (+4),1,39.04,39:04,9,16,0.563,3,6,0.5,4,4,1,1,1,2,11,0,1,5,4,25,20.2,4
2,2,10-11,22-229,GSW,LAC,W (+18),1,26.53,26:53,7,9,0.778,1,3,0.333,1,3,0.333,0,2,2,6,2,0,2,2,16,15.7,17
3,3,10-11,22-236,GSW,UTA,W (+7),1,32.59,32:59,7,17,0.412,1,4,0.25,5,5,1,0,1,1,6,2,0,5,5,20,10.4,8
4,4,10-11,22-238,GSW,DET,L (-5),1,28.59,28:59,3,12,0.25,0,3,0,4,4,1,1,3,4,6,2,0,2,4,10,7,-3
5,5,10-11,22-239,GSW,TOR,W (+7),1,36.27,36:27,12,21,0.571,2,4,0.5,8,8,1,2,3,5,4,3,0,5,2,34,26.4,13
6,6,10-11,22-241,GSW,NYK,W (+5),1,45.03,45:03,11,20,0.55,1,1,1,2,3,0.667,0,6,6,8,2,1,2,4,25,21.5,6
7,7,10-11,22-242,GSW,CHI,L (-30),1,30.58,30:58,7,18,0.389,2,5,0.4,1,2,0.5,0,3,3,6,5,0,5,2,17,11.1,-13
8,8,10-11,22-244,GSW,MIL,L (-7),1,30.02,30:02,3,14,0.214,0,3,0,1,2,0.5,1,1,2,4,3,1,2,5,7,1.5,-12
9,9,10-11,22-246,GSW,DET,W (+4),1,29.30,29:30,7,14,0.5,2,3,0.667,5,5,1,0,5,5,4,2,0,3,6,21,14.9,15
10,10,10-11,22-250,GSW,NYK,L (-6),1,42.12,42:12,9,21,0.429,3,6,0.5,8,9,0.889,0,5,5,8,1,0,4,4,29,20,-3
11,11,10-11,22-252,GSW,LAL,L (-28),1,24.09,24:09,5,10,0.5,1,3,0.333,2,2,1,0,3,3,2,1,2,0,3,13,11.5,-26
12,12,10-11,22-253,GSW,DEN,L (-17),1,40.36,40:36,8,21,0.381,1,6,0.167,0,0,,1,6,7,5,3,0,2,3,17,11.3,-19
13,13,10-11,22-255,GSW,HOU,L (-10),1,35.33,35:33,8,19,0.421,0,2,0,5,5,1,0,4,4,6,4,0,1,6,21,16.9,-11
14,14,10-11,22-257,GSW,MEM,L (-5),1,30.18,30:18,8,13,0.615,4,5,0.8,6,6,1,0,2,2,4,1,0,3,5,26,19.5,-1
15,15,10-11,22-258,GSW,MIN,W (+10),1,27.33,27:33,6,10,0.6,2,3,0.667,6,7,0.857,0,3,3,7,3,0,1,5,20,20.8,16
16,16,10-11,22-261,GSW,SAS,L (-20),1,40.06,40:06,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,1,1,5,2,32,22.5,-14
17,17,10-11,22-263,GSW,PHO,L (-6),1,34.09,34:09,4,10,0.4,1,3,0.333,0,0,,1,0,1,7,4,0,4,4,9,7.6,-6
18,18,10-11,22-266,GSW,OKC,L (-5),1,45.51,45:51,14,20,0.7,4,7,0.571,7,7,1,0,1,1,6,2,1,5,5,39,30.8,-9
19,19,10-11,22-268,GSW,DAL,L (-5),1,41.33,41:33,8,16,0.5,3,5,0.6,2,2,1,1,5,6,4,2,0,6,2,21,13.2,-2
20,20,10-11,22-269,GSW,SAS,L (-17),1,10.51,10:51,0,2,0,0,0,,0,0,,0,1,1,3,0,0,2,2,0,-1.8,-15
21,21,10-11,22-286,GSW,POR,W (+7),1,29.18,29:18,2,15,0.133,0,5,0,0,0,,1,3,4,11,0,0,2,2,4,0.8,7
22,22,10-11,22-288,GSW,PHI,W (+15),1,28.20,28:20,5,13,0.385,4,6,0.667,3,3,1,0,5,5,8,1,0,2,5,17,14,18
23,23,10-11,22-290,GSW,ATL,L (-10),1,28.58,28:58,4,13,0.308,0,3,0,1,1,1,1,4,5,12,0,0,3,2,9,8,-1
24,24,10-11,22-292,GSW,CHA,W (+1),1,36.06,36:06,10,17,0.588,4,5,0.8,0,0,,0,1,1,3,1,0,3,3,24,15.3,6
25,25,10-11,22-293,GSW,MIA,L (-7),1,35.51,35:51,7,12,0.583,1,2,0.5,0,0,,1,1,2,6,3,0,1,5,15,14.6,-12
26,26,10-11,22-295,GSW,ORL,L (-20),1,35.00,35:00,5,13,0.385,3,6,0.5,2,2,1,0,6,6,5,2,0,5,3,15,9,-13
27,27,10-11,22-297,GSW,NOH,W (+7),1,39.54,39:54,6,11,0.545,1,3,0.333,8,8,1,1,2,3,5,4,0,2,3,21,21.3,8
28,28,10-11,22-299,GSW,CLE,W (+18),1,24.30,24:30,4,7,0.571,3,4,0.75,4,4,1,0,2,2,4,2,1,0,2,15,17,15
29,29,10-11,22-301,GSW,LAC,L (-14),1,25.58,25:58,2,13,0.154,0,6,0,4,5,0.8,0,5,5,4,1,0,2,4,8,1,-13
30,30,10-11,22-304,GSW,LAL,L (-5),1,37.51,37:51,5,12,0.417,1,6,0.167,4,4,1,1,3,4,10,2,0,3,3,15,15,2
31,31,10-11,22-306,GSW,LAC,W (+10),1,27.09,27:09,7,15,0.467,5,7,0.714,4,4,1,1,3,4,4,1,0,2,2,23,17.9,9
32,32,10-11,22-309,GSW,NJN,W (+9),1,23.04,23:04,4,10,0.4,2,5,0.4,3,4,0.75,0,2,2,6,0,1,2,4,13,9.1,11
33,33,10-11,22-311,GSW,IND,W (+2),1,32.36,32:36,4,10,0.4,0,3,0,3,3,1,0,4,4,8,2,0,1,1,11,13,17
34,34,10-11,22-313,GSW,SAC,W (+7),1,44.10,44:10,12,21,0.571,3,7,0.429,7,7,1,1,2,3,3,4,0,4,2,34,26.7,7
35,35,10-11,22-314,GSW,LAC,L (-4),1,40.50,40:50,12,23,0.522,3,9,0.333,5,5,1,2,4,6,8,1,1,2,5,32,26.6,9
36,36,10-11,22-316,GSW,SAS,L (-11),1,36.02,36:02,6,15,0.4,2,5,0.4,0,0,,1,5,6,5,0,1,4,4,14,6.7,-4
37,37,10-11,22-318,GSW,NOH,L (-9),1,39.15,39:15,8,13,0.615,1,3,0.333,3,3,1,0,3,3,6,2,0,5,1,20,15.8,-4
38,38,10-11,22-320,GSW,CHA,L (-8),1,43.13,43:13,8,12,0.667,4,5,0.8,7,7,1,0,3,3,5,2,0,3,5,27,23.2,-3
39,39,10-11,22-322,GSW,UTA,W (+15),1,34.33,34:33,10,18,0.556,3,8,0.375,4,4,1,1,5,6,7,2,1,2,2,27,25.4,13
40,40,10-11,22-326,GSW,MIL,W (+6),1,33.30,33:30,6,11,0.545,2,4,0.5,2,2,1,1,4,5,5,1,1,7,2,16,10,4
41,41,10-11,22-328,GSW,CHI,W (+11),1,44.17,44:17,9,15,0.6,2,4,0.5,3,3,1,1,5,6,8,1,0,2,1,23,22.5,14
42,42,10-11,22-330,GSW,PHO,L (-12),1,44.17,44:17,7,17,0.412,0,6,0,1,1,1,0,2,2,8,1,0,5,1,15,7.7,-12
43,43,10-11,22-332,GSW,DEN,W (+2),1,29.19,29:19,5,9,0.556,1,3,0.333,2,2,1,0,1,1,2,0,0,3,4,13,5.8,-2
44,44,10-11,22-333,GSW,PHO,L (-24),1,24.49,24:49,5,9,0.556,2,3,0.667,0,0,,0,2,2,2,1,0,4,0,12,6.7,-26
45,45,10-11,22-336,GSW,OKC,W (+6),1,37.48,37:48,10,18,0.556,2,5,0.4,1,1,1,0,2,2,13,2,0,0,2,23,25.3,17
46,46,10-11,22-338,GSW,NOH,W (+13),1,24.21,24:21,5,5,1,3,3,1,1,1,1,0,0,0,8,1,0,3,3,14,14.9,13
47,47,10-11,22-339,GSW,UTA,W (+7),1,21.30,21:30,1,7,0.143,0,3,0,2,2,1,0,0,0,4,2,0,1,5,4,1.3,-6
48,48,10-11,22-345,GSW,BOS,L (-22),1,30.03,30:03,7,10,0.7,1,2,0.5,3,5,0.6,0,4,4,2,1,0,5,4,18,10,-15
49,49,10-11,22-348,GSW,ATL,L (-16),1,30.00,30:00,2,7,0.286,0,2,0,3,3,1,1,1,2,5,0,0,3,1,7,4,-27
50,50,10-11,22-350,GSW,MIN,L (-3),1,44.30,44:30,13,21,0.619,5,7,0.714,2,2,1,1,10,11,2,2,0,2,1,33,28.2,4
51,51,10-11,22-352,GSW,IND,L (-9),1,34.53,34:53,7,17,0.412,4,8,0.5,2,2,1,1,5,6,7,0,1,5,5,20,11.7,-19
52,52,10-11,22-353,GSW,WAS,W (+4),1,36.47,36:47,9,18,0.5,3,7,0.429,8,9,0.889,2,7,9,5,1,0,3,2,29,23.8,-8
53,53,10-11,22-355,GSW,BOS,L (-4),1,31.30,31:30,4,11,0.364,1,4,0.25,0,0,,2,1,3,5,0,0,4,3,9,2.9,-8
54,54,10-11,22-357,GSW,PHI,L (-8),1,35.12,35:12,8,16,0.5,1,3,0.333,5,5,1,0,1,1,7,0,2,4,3,22,15.4,6
55,55,10-11,22-359,GSW,CLE,W (+10),1,39.12,39:12,10,18,0.556,2,5,0.4,1,1,1,4,3,7,6,2,1,3,3,23,20.8,20
56,56,10-11,22-360,GSW,NJN,L (-4),1,30.17,30:17,6,15,0.4,2,4,0.5,1,1,1,0,3,3,3,2,0,3,3,15,7.7,-13
57,57,10-11,22-362,GSW,ORL,W (+3),1,39.49,39:49,8,19,0.421,4,10,0.4,2,2,1,0,4,4,12,3,0,5,4,22,17.9,1
58,58,10-11,22-364,GSW,MIN,W (+23),1,37.55,37:55,8,15,0.533,4,6,0.667,4,4,1,1,8,9,6,2,0,1,2,24,24.2,18
59,59,10-11,23-000,GSW,SAC,L (-10),1,23.56,23:56,7,14,0.5,5,8,0.625,0,0,,0,3,3,1,1,1,3,1,19,11.9,-12
60,60,10-11,23-002,GSW,DAL,L (-6),1,32.14,32:14,4,10,0.4,2,4,0.5,0,1,0,0,0,0,5,1,0,3,2,10,4.9,-10
61,61,10-11,23-004,GSW,PHO,L (-11),1,34.40,34:40,6,13,0.462,2,5,0.4,1,1,1,1,1,2,5,0,0,2,3,15,9.6,-18
62,62,10-11,23-006,GSW,DAL,L (-28),1,31.02,31:02,4,12,0.333,1,3,0.333,2,3,0.667,1,5,6,6,0,0,2,4,11,6.6,-8
63,63,10-11,23-007,GSW,SAS,L (-15),1,19.57,19:57,3,8,0.375,1,2,0.5,1,1,1,0,0,0,2,0,0,1,4,8,2.4,-12
64,64,10-11,23-009,GSW,HOU,L (-19),1,29.58,29:58,7,16,0.438,2,3,0.667,0,0,,3,3,6,6,1,0,4,4,16,10.2,-14
65,65,10-11,23-011,GSW,TOR,W (+38),1,36.19,36:19,7,13,0.538,4,6,0.667,5,5,1,0,3,3,8,0,0,3,2,23,19.4,43
66,66,10-11,23-013,GSW,WAS,W (+10),1,28.17,28:17,3,11,0.273,1,4,0.25,3,3,1,1,4,5,4,1,1,5,5,10,2.9,11
67,67,10-11,23-015,GSW,OKC,L (-1),1,48.31,48:31,13,23,0.565,5,8,0.625,4,4,1,1,5,6,5,2,0,6,3,35,24.6,6
68,68,10-11,23-016,GSW,MEM,L (-19),1,31.05,31:05,2,14,0.143,1,6,0.167,1,1,1,4,2,6,9,1,0,6,4,6,0.1,-21
69,69,10-11,23-019,GSW,DAL,W (+7),1,31.31,31:31,3,8,0.375,1,3,0.333,5,5,1,0,4,4,8,2,0,3,5,12,11.4,9
70,70,10-11,23-022,GSW,POR,W (+21),1,42.06,42:06,10,21,0.476,3,5,0.6,5,6,0.833,1,7,8,4,2,1,2,2,28,22.4,20
71,71,10-11,23-023,GSW,LAL,W (+8),1,42.05,42:05,8,23,0.348,2,6,0.333,2,2,1,2,4,6,5,2,0,2,3,20,12,2
72,72,10-11,23-027,GSW,SAC,L (-1),1,32.18,32:18,11,17,0.647,3,6,0.5,2,2,1,3,3,6,8,1,0,3,4,27,24.5,1
73,73,10-11,23-028,GSW,DEN,L (-23),1,35.32,35:32,10,13,0.769,3,4,0.75,4,4,1,1,4,5,5,0,0,5,1,27,21.9,-8
74,74,10-11,23-030,GSW,POR,W (+24),1,24.09,24:09,7,11,0.636,2,4,0.5,2,2,1,0,3,3,9,0,0,1,4,18,17.7,16
1,1,11-12,23-286,GSW,LAC,L (-19),1,33.28,33:28,2,12,0.167,0,4,0,0,1,0,2,3,5,4,2,2,5,4,4,-2.1,-5
2,2,11-12,23-287,GSW,CHI,W (+8),1,37.29,37:29,7,12,0.583,1,3,0.333,6,7,0.857,1,6,7,10,6,0,4,4,21,24.9,11
3,3,11-12,23-292,GSW,PHI,L (-28),1,30.17,30:17,9,15,0.6,3,8,0.375,0,0,,0,4,4,4,0,0,5,3,21,11.9,-22
4,4,11-12,23-294,GSW,PHO,L (-11),1,23.22,23:22,4,8,0.5,2,3,0.667,0,0,,0,2,2,2,1,0,2,5,10,5,-3
5,5,11-12,23-296,GSW,SAS,L (-6),1,30.21,30:21,7,11,0.636,3,4,0.75,3,3,1,0,3,3,8,0,0,2,2,20,18.8,2
6,6,11-12,23-312,GSW,IND,L (-3),1,29.04,29:04,5,15,0.333,2,6,0.333,0,0,,1,1,2,3,0,0,3,2,12,2.8,-4
7,7,11-12,23-315,GSW,MEM,L (-1),1,36.05,36:05,8,18,0.444,2,7,0.286,0,0,,3,3,6,5,3,0,5,3,18,11.9,-7
8,8,11-12,23-317,GSW,POR,W (+8),1,37.54,37:54,12,19,0.632,6,8,0.75,2,3,0.667,0,6,6,7,4,0,1,0,32,32.8,7
9,9,11-12,23-319,GSW,OKC,L (-11),1,27.22,27:22,6,16,0.375,2,7,0.286,1,1,1,0,2,2,6,2,0,4,4,15,7.4,-9
10,10,11-12,23-323,GSW,SAC,W (+3),1,26.00,26:00,1,7,0.143,0,3,0,1,2,0.5,0,3,3,8,1,1,0,1,3,5.9,3
11,11,11-12,23-325,GSW,UTA,W (+18),1,38.15,38:15,10,14,0.714,2,5,0.4,7,8,0.875,0,5,5,12,3,0,3,4,29,31.1,18
12,12,11-12,23-327,GSW,SAC,L (-8),1,29.02,29:02,4,14,0.286,3,8,0.375,0,0,,2,0,2,9,4,0,5,1,11,9.1,-11
13,13,11-12,23-330,GSW,OKC,L (-3),1,42.56,42:56,7,9,0.778,1,2,0.5,1,2,0.5,1,6,7,10,2,0,3,3,16,19.4,13
14,14,11-12,23-332,GSW,DEN,W (+8),1,35.55,35:55,13,17,0.765,6,9,0.667,4,7,0.571,0,7,7,7,0,2,1,3,36,34.3,15
15,15,11-12,23-335,GSW,HOU,W (+9),1,34.09,34:09,5,14,0.357,3,6,0.5,1,1,1,0,0,0,5,2,0,2,4,14,8.1,4
16,16,11-12,23-336,GSW,PHO,W (+6),1,31.53,31:53,3,10,0.3,1,4,0.25,2,2,1,2,5,7,5,1,0,2,2,9,7.8,2
17,17,11-12,23-338,GSW,POR,L (-2),1,37.44,37:44,3,10,0.3,0,2,0,2,2,1,1,2,3,8,2,2,2,2,8,9.7,7
